filename,width,height,class,xmin,ymin,xmax,ymax
metal234_jpg.rf.51d068d6afe97f0132a4cc49d1515205.jpg,512,384,metal,204,118,408,315
O_13628_jpg.rf.524c821d988dddb6922d766b6bd83f98.jpg,297,170,organic,115,5,183,158
O_13628_jpg.rf.524c821d988dddb6922d766b6bd83f98.jpg,297,170,organic,216,5,280,161
O_13628_jpg.rf.524c821d988dddb6922d766b6bd83f98.jpg,297,170,organic,14,4,86,168
cardboard22_jpg.rf.524cfac19a2189d25e0b388771648375.jpg,512,384,cardboard,22,5,431,381
cardboard51_jpg.rf.524c89bdc3f5e39a0f8958803d9d7709.jpg,512,384,cardboard,3,4,482,375
white-glass8_jpg.rf.528201a4535560fc4f08db0894917251.jpg,512,384,glass,20,2,506,375
paper823_jpg.rf.5284b36a4f1679b5af3588e27c8ce474.jpg,512,384,paper,36,39,478,367
metal45_jpg.rf.5277a3966a9fd0b61a2de383a67d6f69.jpg,512,384,metal,75,106,459,262
white-glass39_jpg.rf.531098c5505be56997319329a54b5fa5.jpg,512,384,glass,1,173,227,289
cardboard180_jpg.rf.535af276af9cc84006918c0f4a9445fc.jpg,512,384,cardboard,7,4,506,379
cardboard33_jpg.rf.5395a134e03a1f61e2fe9f92476ee684.jpg,512,384,cardboard,4,13,404,380
plastic23_jpg.rf.53edbfd59690d574ed775b074ab526a7.jpg,512,384,plastic,23,0,505,367
cardboard220_jpg.rf.53fbd93b7fb9c02e71bbb92c45e35d56.jpg,512,384,cardboard,7,5,501,380
O_12629_jpg.rf.5434a1920bdecf983284ad6a65d32b0e.jpg,224,225,organic,20,76,221,220
O_12629_jpg.rf.5434a1920bdecf983284ad6a65d32b0e.jpg,224,225,organic,37,112,210,221
O_12629_jpg.rf.5434a1920bdecf983284ad6a65d32b0e.jpg,224,225,organic,6,149,168,222
O_12629_jpg.rf.5434a1920bdecf983284ad6a65d32b0e.jpg,224,225,organic,7,1,224,114
cardboard224_jpg.rf.53fdcddf9bff54158aef3b70f1eef4c2.jpg,512,384,cardboard,2,3,484,376
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,156,73,254,140
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,31,103,99,168
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,103,105,170,165
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,171,110,245,170
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,89,7,170,50
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,150,18,217,82
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,25,43,90,98
O_12868_jpg.rf.54579175f4ace8d8b63dd1345adbf828.jpg,275,183,organic,92,49,170,107
paper923_jpg.rf.5478c68c74c08010b47adf5c5bd54038.jpg,512,384,paper,2,77,506,378
plastic162_jpg.rf.54c187c9558890e5031935a8d6022764.jpg,512,384,plastic,134,58,498,379
green-glass34_jpg.rf.54d9241acafb807f471ae24545d3df6d.jpg,275,183,glass,69,10,186,180
white-glass65_jpg.rf.54de59e97075d2c5a4cdcccf4e92ea51.jpg,512,384,glass,168,64,390,382
white-glass216_jpg.rf.555ba99772c95c67456a3b205d83d7ee.jpg,512,384,glass,134,128,276,261
plastic77_jpg.rf.559ea2340695f149297dbd01c83d26f2.jpg,268,188,plastic,22,15,243,170
metal196_jpg.rf.55a58557765fcd058248d2bb11a6ae05.jpg,512,384,metal,194,148,504,379
cardboard16_jpg.rf.55ee5add61576902fe71f3ed94ede27b.jpg,512,384,cardboard,5,3,504,380
brown-glass45_jpg.rf.55eed42a03d971fa2da1a7d7a3350d07.jpg,259,194,glass,42,34,117,179
brown-glass45_jpg.rf.55eed42a03d971fa2da1a7d7a3350d07.jpg,259,194,glass,119,67,182,185
brown-glass45_jpg.rf.55eed42a03d971fa2da1a7d7a3350d07.jpg,259,194,glass,138,5,222,177
plastic219_jpg.rf.56259352d68fc77ecb474688f19b3dfa.jpg,512,384,plastic,81,88,462,252
brown-glass57_jpg.rf.562cdac0a6d44f37072e93977cfe1f0f.jpg,165,300,glass,8,7,162,295
metal33_jpg.rf.56434fc06edd1abaac2e139479f23525.jpg,512,384,metal,1,3,507,250
O_12656_jpg.rf.56b58df1b02ddba0b7ddd57c929a63b3.jpg,225,225,organic,90,17,217,202
O_12656_jpg.rf.56b58df1b02ddba0b7ddd57c929a63b3.jpg,225,225,organic,4,43,64,204
O_12656_jpg.rf.56b58df1b02ddba0b7ddd57c929a63b3.jpg,225,225,organic,52,45,130,216
O_12656_jpg.rf.56b58df1b02ddba0b7ddd57c929a63b3.jpg,225,225,organic,35,42,85,225
paper816_jpg.rf.56db5da70b88e19832d9294f771dcd60.jpg,512,384,paper,6,8,463,379
O_12879_jpg.rf.56eba23685de50d2d7223a491ad13ddd.jpg,300,168,organic,12,2,284,164
paper1029_jpg.rf.576e5a0d719075d50fb776da8cb96045.jpg,196,257,paper,6,12,191,255
plastic236_jpg.rf.5851036875108b3f20695656daa896d9.jpg,512,384,plastic,6,0,432,379
brown-glass53_jpg.rf.59297e27339cfa78b89e4a47af06fe70.jpg,225,225,glass,58,99,109,161
brown-glass53_jpg.rf.59297e27339cfa78b89e4a47af06fe70.jpg,225,225,glass,93,88,163,189
cardboard219_jpg.rf.59427d23120329fea1fb07928d7b3a41.jpg,512,384,cardboard,1,7,507,381
plastic128_jpg.rf.596373398fd8d686bec4b2142954b9c2.jpg,512,384,plastic,247,118,510,383
paper884_jpg.rf.596a0d8e2eb417200739be706272250a.jpg,512,384,paper,6,44,490,359
green-glass40_jpg.rf.5978aae0e2bf778294844455d5c12e97.jpg,275,183,glass,26,18,138,167
green-glass40_jpg.rf.5978aae0e2bf778294844455d5c12e97.jpg,275,183,glass,134,11,237,168
metal167_jpg.rf.59c48ca4cdf34716bbdde572bb519186.jpg,512,384,metal,58,68,510,355
metal168_jpg.rf.5a02a0604b4ed3a9f1d0f1e73d099d82.jpg,225,225,metal,0,1,221,221
paper849_jpg.rf.59d02c1acb70b97aa268ba170ecd9c87.jpg,512,384,paper,74,103,366,296
paper1028_jpg.rf.5a069518421a4c50eea55292459dfb3e.jpg,512,384,paper,2,1,506,377
metal135_jpg.rf.5a2dc762c11cb5df32182a0d3234fa7a.jpg,225,225,metal,24,68,194,167
paper846_jpg.rf.5a55757ebb79e75c22e01fa05e4da26c.jpg,512,384,paper,105,71,362,287
cardboard48_jpg.rf.5a7c19ae11e4be9a39393ddce0caec4b.jpg,512,384,cardboard,1,5,506,376
cardboard3_jpg.rf.5a7dacc55a8890fc521d43e3defe516b.jpg,512,384,cardboard,6,9,439,383
plastic159_jpg.rf.5a7eeed109fdef15242af02250e5aa0d.jpg,512,384,plastic,97,22,478,375
cardboard67_jpg.rf.5aedc434138dc7b7c10f6f8e47bc7f87.jpg,512,384,cardboard,6,6,506,379
brown-glass2_jpg.rf.5b15c601c3e60aaba8da309c0840948e.jpg,262,192,glass,45,27,196,115
O_43_jpg.rf.5b509bce01ce45ac83c849df0b280d97.jpg,225,225,organic,19,36,203,190
cardboard160_jpg.rf.5b6e2cd0fca8166e3123b54de8fd2d9f.jpg,512,384,cardboard,5,3,502,381
plastic14_jpg.rf.5b9ef47342263a22f16b9c0e15293bfd.jpg,512,384,plastic,171,99,350,267
O_159_jpg.rf.5bd5b7b1d65b981c8248e3f0cbc5eb91.jpg,183,275,organic,0,24,183,268
metal1_jpg.rf.5caa32fe4beb349952a12f25e6871d16.jpg,259,194,metal,2,49,257,139
metal232_jpg.rf.5ca889ec4c2ffeaea075b45fae8d17c6.jpg,512,384,metal,79,3,441,378
O_12880_jpg.rf.5cde8048cde9661ccf8dfaef8dd8163e.jpg,300,168,organic,3,1,295,166
plastic190_jpg.rf.5d187aa3ee3965c246be6b36244ba734.jpg,512,384,plastic,34,0,442,383
cardboard236_jpg.rf.5d509ec68b415addd61208bb4aa152c3.jpg,512,384,cardboard,5,6,510,378
green-glass37_jpg.rf.5d80e3fb77a0f3607d5b7471c8a8f4f5.jpg,294,171,glass,72,8,209,151
O_12616_jpg.rf.5e02e7f0a8df59183aa3128e19c57b37.jpg,259,194,organic,14,130,257,162
O_12616_jpg.rf.5e02e7f0a8df59183aa3128e19c57b37.jpg,259,194,organic,15,14,246,95
O_12616_jpg.rf.5e02e7f0a8df59183aa3128e19c57b37.jpg,259,194,organic,16,55,247,123
O_12616_jpg.rf.5e02e7f0a8df59183aa3128e19c57b37.jpg,259,194,organic,10,2,255,190
paper830_jpg.rf.5db37c48913d81f13d438ac0ab9ed12f.jpg,275,183,paper,97,63,268,179
paper830_jpg.rf.5db37c48913d81f13d438ac0ab9ed12f.jpg,275,183,paper,0,51,131,179
paper830_jpg.rf.5db37c48913d81f13d438ac0ab9ed12f.jpg,275,183,paper,2,1,96,91
paper830_jpg.rf.5db37c48913d81f13d438ac0ab9ed12f.jpg,275,183,paper,154,2,273,114
brown-glass34_jpg.rf.5e25425e34b37e77bcd2c1742143a636.jpg,225,225,glass,2,89,76,224
brown-glass34_jpg.rf.5e25425e34b37e77bcd2c1742143a636.jpg,225,225,glass,74,89,150,219
brown-glass34_jpg.rf.5e25425e34b37e77bcd2c1742143a636.jpg,225,225,glass,146,90,215,218
brown-glass30_jpg.rf.5e524281466c5003bab1a57686745b6d.jpg,239,211,glass,3,47,78,207
brown-glass30_jpg.rf.5e524281466c5003bab1a57686745b6d.jpg,239,211,glass,78,39,154,201
brown-glass30_jpg.rf.5e524281466c5003bab1a57686745b6d.jpg,239,211,glass,165,47,236,209
brown-glass30_jpg.rf.5e524281466c5003bab1a57686745b6d.jpg,239,211,glass,174,5,238,76
brown-glass30_jpg.rf.5e524281466c5003bab1a57686745b6d.jpg,239,211,glass,94,3,161,74
brown-glass30_jpg.rf.5e524281466c5003bab1a57686745b6d.jpg,239,211,glass,18,0,76,70
metal226_jpg.rf.5e67743e628a484c414da298d275f94c.jpg,512,384,metal,8,27,458,383
plastic201_jpg.rf.5eb51f4ec18ec2ae8629a767a66a6baa.jpg,217,233,plastic,2,5,212,231
paper879_jpg.rf.5eccd269758aa3b7e9450204e8c9a8c7.jpg,512,384,paper,60,63,386,379
O_10_jpg.rf.5f03e7ea895f0df4ae2efa3bc4ca803a.jpg,275,183,organic,50,5,246,174
cardboard228_jpg.rf.5f91a29279936d2214465a8c721c55a3.jpg,512,384,cardboard,6,4,508,379
O_26_jpg.rf.5f977ef447bd3defdab0bddb658159e9.jpg,262,192,organic,32,6,232,152
O_12638_jpg.rf.5f9b4790bd87657756dba2a4125d2c3e.jpg,284,178,organic,1,13,284,177
paper855_jpg.rf.5fe2ab86d7cc97800833807fcebc559e.jpg,512,384,paper,59,108,461,319
plastic12_jpg.rf.612e12aa1f89520e41010a7750e72df9.jpg,512,384,plastic,153,46,380,275
plastic239_jpg.rf.6119e52106503c459118147864672ffd.jpg,512,384,plastic,62,41,383,313
plastic139_jpg.rf.61818cc089f00b7b33032308bfab4793.jpg,191,264,plastic,6,122,150,262
plastic139_jpg.rf.61818cc089f00b7b33032308bfab4793.jpg,191,264,plastic,8,117,101,162
plastic139_jpg.rf.61818cc089f00b7b33032308bfab4793.jpg,191,264,plastic,2,64,87,111
plastic139_jpg.rf.61818cc089f00b7b33032308bfab4793.jpg,191,264,plastic,3,6,127,59
plastic139_jpg.rf.61818cc089f00b7b33032308bfab4793.jpg,191,264,plastic,66,4,177,139
metal106_jpg.rf.614138e6bf219f4567b1f43882f70853.jpg,512,384,metal,105,6,433,372
plastic183_jpg.rf.61ae4381e58ac7cf35b7d038da8c1983.jpg,512,384,plastic,178,29,434,378
